id,slug,year,shadow,details
14,manitoba-merv,1996,1.0,
14,manitoba-merv,1997,0.0,
14,manitoba-merv,1998,1.0,
14,manitoba-merv,1999,1.0,
14,manitoba-merv,2000,0.0,
14,manitoba-merv,2001,0.0,
14,manitoba-merv,2002,0.0,
14,manitoba-merv,2003,0.0,
14,manitoba-merv,2004,1.0,
14,manitoba-merv,2005,,
14,manitoba-merv,2006,0.0,
14,manitoba-merv,2007,,
14,manitoba-merv,2008,1.0,
14,manitoba-merv,2009,1.0,
14,manitoba-merv,2010,0.0,
14,manitoba-merv,2011,1.0,
14,manitoba-merv,2012,0.0,
14,manitoba-merv,2013,1.0,
14,manitoba-merv,2014,0.0,
14,manitoba-merv,2015,0.0,
14,manitoba-merv,2016,0.0,
14,manitoba-merv,2017,1.0,
14,manitoba-merv,2018,0.0,
14,manitoba-merv,2019,0.0,
14,manitoba-merv,2020,0.0,
14,manitoba-merv,2021,0.0,
14,manitoba-merv,2022,1.0,
14,manitoba-merv,2023,1.0,
14,manitoba-merv,2024,1.0,
