id,slug,year,shadow,details
20,schnogadahl-sammi,1997,1.0,
20,schnogadahl-sammi,1998,,
20,schnogadahl-sammi,1999,,
20,schnogadahl-sammi,2000,,
20,schnogadahl-sammi,2001,0.0,
20,schnogadahl-sammi,2002,1.0,
20,schnogadahl-sammi,2003,0.0,
20,schnogadahl-sammi,2004,1.0,
20,schnogadahl-sammi,2005,1.0,
20,schnogadahl-sammi,2006,1.0,
20,schnogadahl-sammi,2007,1.0,
20,schnogadahl-sammi,2008,1.0,
20,schnogadahl-sammi,2009,1.0,
20,schnogadahl-sammi,2010,1.0,
20,schnogadahl-sammi,2011,0.0,
20,schnogadahl-sammi,2012,0.0,
20,schnogadahl-sammi,2013,1.0,
20,schnogadahl-sammi,2014,1.0,
20,schnogadahl-sammi,2015,1.0,
20,schnogadahl-sammi,2016,1.0,
20,schnogadahl-sammi,2017,0.0,
20,schnogadahl-sammi,2018,1.0,
20,schnogadahl-sammi,2019,1.0,
20,schnogadahl-sammi,2020,1.0,
20,schnogadahl-sammi,2021,,
20,schnogadahl-sammi,2022,,
20,schnogadahl-sammi,2023,1.0,
20,schnogadahl-sammi,2024,1.0,
