id,slug,year,shadow,details
27,chuckles-the-groundhog,2008,0.0,
27,chuckles-the-groundhog,2009,1.0,
27,chuckles-the-groundhog,2010,1.0,
27,chuckles-the-groundhog,2011,0.0,
27,chuckles-the-groundhog,2012,0.0,
27,chuckles-the-groundhog,2013,1.0,
27,chuckles-the-groundhog,2014,1.0,
27,chuckles-the-groundhog,2015,1.0,
27,chuckles-the-groundhog,2016,0.0,
27,chuckles-the-groundhog,2017,0.0,
27,chuckles-the-groundhog,2018,0.0,
27,chuckles-the-groundhog,2019,0.0,
27,chuckles-the-groundhog,2020,0.0,
27,chuckles-the-groundhog,2021,,
27,chuckles-the-groundhog,2022,1.0,
27,chuckles-the-groundhog,2023,0.0,
27,chuckles-the-groundhog,2024,0.0,
